,A_i-1,A_i,evalA_i-1,evalA_i,B_i-1,B_i,evalB_i-1,evalB_i,C_i-1,C_i,evalC_i-1,evalC_i
532,?,?,1,0,?,?,?,?,?,?,?,?
533,?,?,?,?,?,?,1,0,?,?,?,?
534,?,?,?,?,?,?,0,1,?,?,?,?
535,?,?,?,?,?,?,1,1,?,?,?,?
536,?,?,?,?,?,?,1,1,?,?,?,?
537,?,?,?,?,?,?,1,?,?,?,?,0
538,?,?,?,?,?,?,?,?,?,?,0,0
539,?,?,?,?,?,?,?,?,?,?,0,0
540,?,?,?,?,?,?,?,?,?,?,0,0
541,?,?,?,?,?,?,?,?,?,?,0,0
542,?,?,?,0,?,?,?,?,?,?,0,?
543,?,?,0,0,?,?,?,?,?,?,?,?
544,?,?,0,1,?,?,?,?,?,?,?,?
545,?,?,1,0,?,?,?,?,?,?,?,?
546,?,?,0,0,?,?,?,?,?,?,?,?
547,?,?,?,?,?,?,?,?,?,?,1,0
548,?,?,?,?,?,?,?,?,?,?,0,0
549,?,?,?,?,?,?,?,?,?,?,0,1
550,?,?,?,?,?,?,?,?,?,?,1,1
551,?,?,?,?,?,?,?,?,?,?,1,1
552,?,?,?,?,?,?,?,?,?,?,1,0
553,?,?,?,?,?,?,?,?,?,?,0,0
554,?,?,?,?,?,?,?,?,?,?,0,0
555,?,?,?,?,?,?,?,?,?,?,0,0
556,?,?,?,?,?,?,?,?,?,?,0,1
557,?,?,?,?,?,?,?,?,?,?,1,0
558,?,?,?,?,?,?,?,?,?,?,0,0
559,?,?,?,?,?,?,?,?,?,?,0,1
560,?,?,?,?,?,?,?,?,?,?,1,0
561,?,?,?,0,?,?,?,?,?,?,0,?
562,?,?,0,0,?,?,?,?,?,?,?,?
563,?,?,0,0,?,?,?,?,?,?,?,?
564,?,?,0,1,?,?,?,?,?,?,?,?
565,?,?,1,0,?,?,?,?,?,?,?,?
566,?,?,0,1,?,?,?,?,?,?,?,?
567,?,?,1,0,?,?,?,?,?,?,?,?
568,?,?,0,1,?,?,?,?,?,?,?,?
569,?,?,1,1,?,?,?,?,?,?,?,?
570,?,?,1,0,?,?,?,?,?,?,?,?
571,?,?,0,0,?,?,?,?,?,?,?,?
572,?,?,0,0,?,?,?,?,?,?,?,?
573,?,?,0,0,?,?,?,?,?,?,?,?
574,?,?,0,0,?,?,?,?,?,?,?,?
575,?,?,?,?,?,?,1,1,?,?,?,?
576,?,?,?,?,?,?,1,0,?,?,?,?
577,?,?,?,?,?,?,0,0,?,?,?,?
578,?,?,?,?,?,?,0,1,?,?,?,?
579,?,?,?,?,?,?,1,?,?,?,?,0
580,?,?,?,?,?,?,?,?,?,?,0,0
581,?,?,?,?,?,?,?,?,?,?,0,0
582,?,?,?,?,?,?,?,?,?,?,0,1
583,?,?,?,?,?,?,?,?,?,?,1,0
584,?,?,?,?,?,?,?,?,?,?,0,1
585,?,?,?,?,?,?,?,?,?,?,1,0
586,?,?,?,?,?,?,?,?,?,?,0,0
587,?,?,?,?,?,?,?,?,?,?,0,0
588,?,?,?,?,?,?,?,?,?,?,0,1
589,?,?,?,?,?,?,?,1,?,?,1,?
590,?,?,?,?,?,?,1,0,?,?,?,?
591,?,?,?,?,?,?,0,0,?,?,?,?
592,?,?,?,?,?,?,0,1,?,?,?,?
593,?,?,?,?,?,?,1,1,?,?,?,?
594,?,?,?,?,?,?,0,0,?,?,?,?
595,?,?,?,?,?,?,0,1,?,?,?,?
596,?,?,?,?,?,?,1,1,?,?,?,?
597,?,?,?,?,?,?,1,0,?,?,?,?
598,?,?,?,0,?,?,0,?,?,?,?,?
599,?,?,0,0,?,?,?,?,?,?,?,?
600,?,?,0,0,?,?,?,?,?,?,?,?
601,?,?,0,0,?,?,?,?,?,?,?,?
602,?,?,0,0,?,?,?,?,?,?,?,?
603,?,?,?,?,?,?,?,?,?,?,1,0
604,?,?,?,?,?,?,?,?,?,?,0,0
605,?,?,?,?,?,?,?,?,?,?,0,0
606,?,?,?,?,?,?,?,?,?,?,0,1
607,?,?,?,1,?,?,?,?,?,?,1,?
608,?,?,1,0,?,?,?,?,?,?,?,?
609,?,?,0,1,?,?,?,?,?,?,?,?
610,?,?,1,1,?,?,?,?,?,?,?,?
611,?,?,1,0,?,?,?,?,?,?,?,?
612,?,?,1,1,?,?,?,?,?,?,?,?
613,?,?,1,0,?,?,?,?,?,?,?,?
614,?,?,0,0,?,?,?,?,?,?,?,?
615,?,?,0,0,?,?,?,?,?,?,?,?
616,?,?,0,?,?,?,?,?,?,?,?,0
617,?,?,?,?,?,?,?,?,?,?,0,0
618,?,?,?,?,?,?,?,?,?,?,0,0
619,?,?,?,?,?,?,?,?,?,?,0,0
620,?,?,?,?,?,?,?,?,?,?,0,0
621,?,?,?,1,?,?,?,?,?,?,0,?
622,?,?,1,1,?,?,?,?,?,?,?,?
623,?,?,1,0,?,?,?,?,?,?,?,?
624,?,?,0,0,?,?,?,?,?,?,?,?
625,?,?,0,0,?,?,?,?,?,?,?,?
626,?,?,?,?,?,?,?,?,?,?,1,0
627,?,?,?,?,?,?,?,?,?,?,0,1
628,?,?,?,?,?,?,?,?,?,?,1,0
629,?,?,?,?,?,?,?,?,?,?,0,1
630,?,?,?,1,?,?,?,?,?,?,1,?
631,?,?,1,0,?,?,?,?,?,?,?,?
632,?,?,0,0,?,?,?,?,?,?,?,?
633,?,?,0,1,?,?,?,?,?,?,?,?
634,?,?,1,0,?,?,?,?,?,?,?,?
635,?,?,0,0,?,?,?,?,?,?,?,?
636,?,?,0,0,?,?,?,?,?,?,?,?
637,?,?,0,1,?,?,?,?,?,?,?,?
638,?,?,1,1,?,?,?,?,?,?,?,?
639,?,?,1,1,?,?,?,?,?,?,?,?
640,?,?,1,?,?,?,?,1,?,?,?,?
641,?,?,?,?,?,?,1,1,?,?,?,?
642,?,?,?,?,?,?,1,0,?,?,?,?
643,?,?,?,?,?,?,0,1,?,?,?,?
644,?,?,?,?,?,?,1,1,?,?,?,?
645,?,?,1,1,?,?,?,?,?,?,?,?
646,?,?,1,1,?,?,?,?,?,?,?,?
647,?,?,1,1,?,?,?,?,?,?,?,?
648,?,?,1,1,?,?,?,?,?,?,?,?
649,?,?,1,?,?,?,?,1,?,?,?,?
650,?,?,?,?,?,?,1,1,?,?,?,?
651,?,?,?,?,?,?,1,1,?,?,?,?
652,?,?,?,?,?,?,1,1,?,?,?,?
653,?,?,?,?,?,?,1,1,?,?,?,?
654,?,?,?,1,?,?,1,?,?,?,?,?
655,?,?,1,1,?,?,?,?,?,?,?,?
656,?,?,1,0,?,?,?,?,?,?,?,?
657,?,?,0,1,?,?,?,?,?,?,?,?
658,?,?,1,0,?,?,?,?,?,?,?,?
659,?,?,?,?,?,?,1,0,?,?,?,?
660,?,?,?,?,?,?,0,0,?,?,?,?
661,?,?,?,?,?,?,0,0,?,?,?,?
662,?,?,?,?,?,?,0,1,?,?,?,?
663,?,?,?,0,?,?,1,?,?,?,?,?
664,?,?,0,0,?,?,?,?,?,?,?,?
665,?,?,0,0,?,?,?,?,?,?,?,?
666,?,?,0,0,?,?,?,?,?,?,?,?
667,?,?,0,1,?,?,?,?,?,?,?,?
668,?,?,1,0,?,?,?,?,?,?,?,?
669,?,?,0,0,?,?,?,?,?,?,?,?
670,?,?,0,0,?,?,?,?,?,?,?,?
671,?,?,0,0,?,?,?,?,?,?,?,?
672,?,?,0,1,?,?,?,?,?,?,?,?
673,?,?,1,?,?,?,?,?,?,?,?,1
674,?,?,?,?,?,?,?,?,?,?,1,0
675,?,?,?,?,?,?,?,?,?,?,0,0
676,?,?,?,?,?,?,?,?,?,?,0,1
677,?,?,?,?,?,?,?,?,?,?,1,0
678,?,?,?,0,?,?,?,?,?,?,0,?
679,?,?,0,1,?,?,?,?,?,?,?,?
680,?,?,1,0,?,?,?,?,?,?,?,?
681,?,?,0,0,?,?,?,?,?,?,?,?
682,?,?,0,0,?,?,?,?,?,?,?,?
683,?,?,0,?,?,?,?,0,?,?,?,?
684,?,?,?,?,?,?,0,0,?,?,?,?
685,?,?,?,?,?,?,0,1,?,?,?,?
686,?,?,?,?,?,?,1,1,?,?,?,?
687,?,?,?,?,?,?,1,1,?,?,?,?
688,?,?,?,?,?,?,1,?,?,?,?,0
689,?,?,?,?,?,?,?,?,?,?,0,0
690,?,?,?,?,?,?,?,?,?,?,0,0
691,?,?,?,?,?,?,?,?,?,?,0,0
692,?,?,?,?,?,?,?,?,?,?,0,0
693,?,?,1,1,?,?,?,?,?,?,?,?
694,?,?,1,0,?,?,?,?,?,?,?,?
695,?,?,0,0,?,?,?,?,?,?,?,?
696,?,?,0,1,?,?,?,?,?,?,?,?
697,?,?,1,0,?,?,?,?,?,?,?,?
698,?,?,0,0,?,?,?,?,?,?,?,?
699,?,?,0,0,?,?,?,?,?,?,?,?
700,?,?,0,1,?,?,?,?,?,?,?,?
701,?,?,1,0,?,?,?,?,?,?,?,?
702,?,?,0,1,?,?,?,?,?,?,?,?
703,?,?,1,1,?,?,?,?,?,?,?,?
704,?,?,1,0,?,?,?,?,?,?,?,?
705,?,?,0,1,?,?,?,?,?,?,?,?
706,?,?,1,1,?,?,?,?,?,?,?,?
707,?,?,1,0,?,?,?,?,?,?,?,?
708,?,?,0,0,?,?,?,?,?,?,?,?
709,?,?,0,0,?,?,?,?,?,?,?,?
710,?,?,0,1,?,?,?,?,?,?,?,?
711,?,?,1,1,?,?,?,?,?,?,?,?
712,?,?,1,1,?,?,?,?,?,?,?,?
713,?,?,1,1,?,?,?,?,?,?,?,?
714,?,?,1,1,?,?,?,?,?,?,?,?
715,?,?,1,1,?,?,?,?,?,?,?,?
716,?,?,1,1,?,?,?,?,?,?,?,?
717,?,?,1,1,?,?,?,?,?,?,?,?
718,?,?,1,1,?,?,?,?,?,?,?,?
719,?,?,1,1,?,?,?,?,?,?,?,?
720,?,?,1,0,?,?,?,?,?,?,?,?
721,?,?,0,0,?,?,?,?,?,?,?,?
722,?,?,0,0,?,?,?,?,?,?,?,?
723,?,?,0,1,?,?,?,?,?,?,?,?
724,?,?,1,0,?,?,?,?,?,?,?,?
725,?,?,0,1,?,?,?,?,?,?,?,?
726,?,?,1,1,?,?,?,?,?,?,?,?
727,?,?,1,0,?,?,?,?,?,?,?,?
728,?,?,0,1,?,?,?,?,?,?,?,?
729,?,?,1,0,?,?,?,?,?,?,?,?
730,?,?,?,?,?,?,0,0,?,?,?,?
731,?,?,?,?,?,?,0,0,?,?,?,?
732,?,?,?,?,?,?,0,1,?,?,?,?
733,?,?,?,?,?,?,1,0,?,?,?,?
734,?,?,?,?,?,?,?,?,?,?,1,0
735,?,?,?,?,?,?,?,?,?,?,0,0
736,?,?,?,?,?,?,?,?,?,?,0,0
737,?,?,?,?,?,?,?,?,?,?,0,0
738,?,?,?,1,?,?,?,?,?,?,0,?
739,?,?,1,0,?,?,?,?,?,?,?,?
740,?,?,0,1,?,?,?,?,?,?,?,?
741,?,?,1,0,?,?,?,?,?,?,?,?
742,?,?,0,1,?,?,?,?,?,?,?,?
743,?,?,1,?,?,?,?,?,?,?,?,1
744,?,?,?,?,?,?,?,?,?,?,1,1
745,?,?,?,?,?,?,?,?,?,?,1,0
746,?,?,?,?,?,?,?,?,?,?,0,0
747,?,?,?,?,?,?,?,?,?,?,0,1
748,?,?,?,0,?,?,?,?,?,?,1,?
749,?,?,0,1,?,?,?,?,?,?,?,?
750,?,?,1,0,?,?,?,?,?,?,?,?
751,?,?,0,1,?,?,?,?,?,?,?,?
752,?,?,1,1,?,?,?,?,?,?,?,?
753,?,?,1,?,?,?,?,1,?,?,?,?
754,?,?,?,?,?,?,1,0,?,?,?,?
755,?,?,?,?,?,?,0,1,?,?,?,?
756,?,?,?,?,?,?,1,0,?,?,?,?
757,?,?,?,?,?,?,0,0,?,?,?,?
758,?,?,?,?,?,?,0,1,?,?,?,?
759,?,?,?,?,?,?,1,1,?,?,?,?
760,?,?,?,?,?,?,1,1,?,?,?,?
761,?,?,?,?,?,?,1,1,?,?,?,?
762,?,?,?,?,?,?,1,?,?,?,?,1
763,?,?,?,?,?,?,?,?,?,?,1,1
764,?,?,?,?,?,?,?,?,?,?,1,1
765,?,?,?,?,?,?,?,?,?,?,1,1
766,?,?,?,?,?,?,?,?,?,?,1,0
767,?,?,?,1,?,?,?,?,?,?,0,?
768,?,?,1,1,?,?,?,?,?,?,?,?
769,?,?,1,0,?,?,?,?,?,?,?,?
770,?,?,0,0,?,?,?,?,?,?,?,?
771,?,?,0,1,?,?,?,?,?,?,?,?
772,?,?,1,?,?,?,?,0,?,?,?,?
773,?,?,?,?,?,?,0,1,?,?,?,?
774,?,?,?,?,?,?,1,0,?,?,?,?
775,?,?,?,?,?,?,0,1,?,?,?,?
776,?,?,?,?,?,?,1,0,?,?,?,?
777,?,?,?,?,?,?,0,?,?,?,?,1
778,?,?,?,?,?,?,?,?,?,?,1,0
779,?,?,?,?,?,?,?,?,?,?,0,0
780,?,?,?,?,?,?,?,?,?,?,0,1
781,?,?,?,?,?,?,?,?,?,?,1,1
782,?,?,?,?,?,?,?,?,?,?,0,1
783,?,?,?,?,?,?,?,?,?,?,1,0
784,?,?,?,?,?,?,?,?,?,?,0,0
785,?,?,?,?,?,?,?,?,?,?,0,0
786,?,?,?,?,?,?,?,1,?,?,0,?
787,?,?,?,?,?,?,1,0,?,?,?,?
788,?,?,?,?,?,?,0,0,?,?,?,?
789,?,?,?,?,?,?,0,0,?,?,?,?
790,?,?,?,?,?,?,0,0,?,?,?,?
791,?,?,?,?,?,?,0,?,?,?,?,0
792,?,?,?,?,?,?,?,?,?,?,0,0
793,?,?,?,?,?,?,?,?,?,?,0,0
794,?,?,?,?,?,?,?,?,?,?,0,1
795,?,?,?,?,?,?,?,?,?,?,1,0
796,?,?,?,?,?,?,?,?,?,?,0,0
797,?,?,?,?,?,?,?,?,?,?,0,0
798,?,?,?,?,?,?,?,?,?,?,0,1
799,?,?,?,?,?,?,?,?,?,?,1,0
800,?,?,?,?,?,?,?,?,?,?,0,0
801,?,?,?,?,?,?,?,?,?,?,0,0
802,?,?,?,?,?,?,?,?,?,?,0,1
803,?,?,?,?,?,?,?,?,?,?,1,0
804,?,?,?,?,?,?,?,?,?,?,0,1
805,?,?,?,?,?,?,?,?,?,?,1,0
806,?,?,?,?,?,?,?,?,?,?,0,0
807,?,?,?,?,?,?,?,?,?,?,0,1
808,?,?,?,?,?,?,?,?,?,?,1,0
809,?,?,?,?,?,?,?,?,?,?,0,0
810,?,?,?,?,?,?,?,?,?,?,0,1
811,?,?,?,?,?,?,?,?,?,?,1,1
812,?,?,?,?,?,?,?,?,?,?,1,1
813,?,?,?,?,?,?,?,?,?,?,1,0
814,?,?,?,?,?,?,?,?,?,?,0,0
815,?,?,?,?,?,?,?,?,?,?,0,1
816,?,?,?,?,?,?,?,?,?,?,1,1
817,?,?,?,?,?,?,?,?,?,?,1,0
818,?,?,?,?,?,?,?,?,?,?,0,1
819,?,?,?,?,?,?,?,?,?,?,1,0
820,?,?,?,1,?,?,?,?,?,?,0,?
821,?,?,1,1,?,?,?,?,?,?,?,?
822,?,?,1,1,?,?,?,?,?,?,?,?
823,?,?,1,1,?,?,?,?,?,?,?,?
824,?,?,1,1,?,?,?,?,?,?,?,?
825,?,?,1,?,?,?,?,1,?,?,?,?
826,?,?,?,?,?,?,1,0,?,?,?,?
827,?,?,?,?,?,?,0,1,?,?,?,?
828,?,?,?,?,?,?,1,1,?,?,?,?
829,?,?,?,?,?,?,1,0,?,?,?,?
830,?,?,?,?,?,?,0,?,?,?,?,0
831,?,?,?,?,?,?,?,?,?,?,0,0
832,?,?,?,?,?,?,?,?,?,?,0,1
833,?,?,?,?,?,?,?,?,?,?,1,0
834,?,?,?,?,?,?,?,?,?,?,0,1
835,?,?,1,1,?,?,?,?,?,?,?,?
836,?,?,1,1,?,?,?,?,?,?,?,?
837,?,?,1,1,?,?,?,?,?,?,?,?
838,?,?,1,1,?,?,?,?,?,?,?,?
839,?,?,1,?,?,?,?,1,?,?,?,?
840,?,?,?,?,?,?,1,1,?,?,?,?
841,?,?,?,?,?,?,1,0,?,?,?,?
842,?,?,?,?,?,?,0,1,?,?,?,?
843,?,?,?,?,?,?,1,0,?,?,?,?
844,?,?,?,?,?,?,0,?,?,?,?,1
845,?,?,?,?,?,?,?,?,?,?,1,1
846,?,?,?,?,?,?,?,?,?,?,1,0
847,?,?,?,?,?,?,?,?,?,?,0,1
848,?,?,?,?,?,?,?,?,?,?,1,1
849,?,?,?,1,?,?,?,?,?,?,1,?
850,?,?,1,1,?,?,?,?,?,?,?,?
851,?,?,1,0,?,?,?,?,?,?,?,?
852,?,?,0,1,?,?,?,?,?,?,?,?
853,?,?,1,1,?,?,?,?,?,?,?,?
854,?,?,1,1,?,?,?,?,?,?,?,?
855,?,?,1,0,?,?,?,?,?,?,?,?
856,?,?,0,0,?,?,?,?,?,?,?,?
857,?,?,0,0,?,?,?,?,?,?,?,?
858,?,?,0,1,?,?,?,?,?,?,?,?
859,?,?,1,1,?,?,?,?,?,?,?,?
860,?,?,1,1,?,?,?,?,?,?,?,?
861,?,?,1,1,?,?,?,?,?,?,?,?
862,?,?,1,1,?,?,?,?,?,?,?,?
863,?,?,1,0,?,?,?,?,?,?,?,?
864,?,?,?,?,?,?,?,?,?,?,0,1
865,?,?,?,?,?,?,?,?,?,?,1,1
866,?,?,?,?,?,?,?,?,?,?,1,1
867,?,?,?,?,?,?,?,?,?,?,1,0
868,?,?,?,?,?,?,1,1,?,?,?,?
869,?,?,?,?,?,?,1,1,?,?,?,?
870,?,?,?,?,?,?,1,1,?,?,?,?
871,?,?,?,?,?,?,1,1,?,?,?,?
872,?,?,?,1,?,?,1,?,?,?,?,?
873,?,?,1,0,?,?,?,?,?,?,?,?
874,?,?,0,1,?,?,?,?,?,?,?,?
875,?,?,1,1,?,?,?,?,?,?,?,?
876,?,?,1,1,?,?,?,?,?,?,?,?
877,?,?,1,?,?,?,?,?,?,?,?,1
878,?,?,?,?,?,?,?,?,?,?,1,0
879,?,?,?,?,?,?,?,?,?,?,0,0
880,?,?,?,?,?,?,?,?,?,?,0,0
881,?,?,?,?,?,?,?,?,?,?,0,0
882,?,?,?,?,?,?,?,1,?,?,0,?
883,?,?,?,?,?,?,1,0,?,?,?,?
884,?,?,?,?,?,?,0,1,?,?,?,?
885,?,?,?,?,?,?,1,1,?,?,?,?
886,?,?,?,?,?,?,1,0,?,?,?,?
887,?,?,?,?,?,?,?,?,?,?,0,1
888,?,?,?,?,?,?,?,?,?,?,1,1
889,?,?,?,?,?,?,?,?,?,?,1,0
890,?,?,?,?,?,?,?,?,?,?,0,0
891,?,?,?,?,?,?,?,1,?,?,0,?
892,?,?,?,?,?,?,1,0,?,?,?,?
893,?,?,?,?,?,?,0,0,?,?,?,?
894,?,?,?,?,?,?,0,1,?,?,?,?
895,?,?,?,?,?,?,1,1,?,?,?,?
896,?,?,?,?,?,?,1,1,?,?,?,?
897,?,?,?,?,?,?,1,0,?,?,?,?
898,?,?,?,?,?,?,0,1,?,?,?,?
899,?,?,?,?,?,?,1,0,?,?,?,?
900,?,?,?,?,?,?,0,1,?,?,?,?
901,?,?,?,?,?,?,0,0,?,?,?,?
902,?,?,?,?,?,?,0,0,?,?,?,?
903,?,?,?,?,?,?,0,0,?,?,?,?
904,?,?,?,?,?,?,0,0,?,?,?,?
905,?,?,?,0,?,?,0,?,?,?,?,?
906,?,?,0,0,?,?,?,?,?,?,?,?
907,?,?,0,1,?,?,?,?,?,?,?,?
908,?,?,1,1,?,?,?,?,?,?,?,?
909,?,?,1,0,?,?,?,?,?,?,?,?
910,?,?,0,?,?,?,?,0,?,?,?,?
911,?,?,?,?,?,?,0,0,?,?,?,?
912,?,?,?,?,?,?,0,0,?,?,?,?
913,?,?,?,?,?,?,0,1,?,?,?,?
914,?,?,?,?,?,?,1,1,?,?,?,?
915,?,?,?,?,?,?,1,0,?,?,?,?
916,?,?,?,?,?,?,0,1,?,?,?,?
917,?,?,?,?,?,?,1,1,?,?,?,?
918,?,?,?,?,?,?,1,1,?,?,?,?
919,?,?,?,?,?,?,1,?,?,?,?,1
920,?,?,?,?,?,?,?,?,?,?,1,0
921,?,?,?,?,?,?,?,?,?,?,0,0
922,?,?,?,?,?,?,?,?,?,?,0,0
923,?,?,?,?,?,?,?,?,?,?,0,1
924,?,?,?,?,?,?,?,1,?,?,1,?
925,?,?,?,?,?,?,1,1,?,?,?,?
926,?,?,?,?,?,?,1,1,?,?,?,?
927,?,?,?,?,?,?,1,1,?,?,?,?
928,?,?,?,?,?,?,1,1,?,?,?,?
929,?,?,?,?,?,?,1,1,?,?,?,?
930,?,?,?,?,?,?,1,0,?,?,?,?
931,?,?,?,?,?,?,0,0,?,?,?,?
932,?,?,?,?,?,?,0,1,?,?,?,?
933,?,?,?,?,?,?,1,1,?,?,?,?
934,?,?,?,?,?,?,1,0,?,?,?,?
935,?,?,?,?,?,?,0,1,?,?,?,?
936,?,?,?,?,?,?,1,1,?,?,?,?
937,?,?,?,?,?,?,1,0,?,?,?,?
938,?,?,?,?,?,?,0,0,?,?,?,?
939,?,?,?,?,?,?,1,1,?,?,?,?
940,?,?,?,?,?,?,1,1,?,?,?,?
941,?,?,?,?,?,?,1,1,?,?,?,?
942,?,?,?,?,?,?,1,0,?,?,?,?
943,?,?,?,?,?,?,0,?,?,?,?,0
944,?,?,?,?,?,?,?,?,?,?,0,1
945,?,?,?,?,?,?,?,?,?,?,1,0
946,?,?,?,?,?,?,?,?,?,?,0,0
947,?,?,?,?,?,?,?,?,?,?,0,0
948,?,?,?,0,?,?,?,?,?,?,0,?
949,?,?,0,1,?,?,?,?,?,?,?,?
950,?,?,1,0,?,?,?,?,?,?,?,?
951,?,?,0,0,?,?,?,?,?,?,?,?
952,?,?,0,0,?,?,?,?,?,?,?,?
953,?,?,0,?,?,?,?,1,?,?,?,?
954,?,?,?,?,?,?,1,1,?,?,?,?
955,?,?,?,?,?,?,1,1,?,?,?,?
956,?,?,?,?,?,?,1,0,?,?,?,?
957,?,?,?,?,?,?,0,0,?,?,?,?
958,?,?,?,1,?,?,0,?,?,?,?,?
959,?,?,1,1,?,?,?,?,?,?,?,?
960,?,?,1,1,?,?,?,?,?,?,?,?
961,?,?,1,0,?,?,?,?,?,?,?,?
962,?,?,0,1,?,?,?,?,?,?,?,?
963,?,?,1,1,?,?,?,?,?,?,?,?
964,?,?,1,0,?,?,?,?,?,?,?,?
965,?,?,0,0,?,?,?,?,?,?,?,?
966,?,?,0,0,?,?,?,?,?,?,?,?
967,?,?,0,?,?,?,?,?,?,?,?,0
968,?,?,?,?,?,?,?,?,?,?,0,0
969,?,?,?,?,?,?,?,?,?,?,0,0
970,?,?,?,?,?,?,?,?,?,?,0,1
971,?,?,?,?,?,?,?,?,?,?,1,1
972,?,?,1,1,?,?,?,?,?,?,?,?
973,?,?,1,1,?,?,?,?,?,?,?,?
974,?,?,1,1,?,?,?,?,?,?,?,?
975,?,?,1,1,?,?,?,?,?,?,?,?
976,?,?,1,0,?,?,?,?,?,?,?,?
977,?,?,0,0,?,?,?,?,?,?,?,?
978,?,?,0,1,?,?,?,?,?,?,?,?
979,?,?,1,1,?,?,?,?,?,?,?,?
980,?,?,1,1,?,?,?,?,?,?,?,?
981,?,?,?,?,?,?,?,?,?,?,0,1
982,?,?,?,?,?,?,?,?,?,?,1,1
983,?,?,?,?,?,?,?,?,?,?,1,1
984,?,?,?,?,?,?,?,?,?,?,1,1
985,?,?,?,?,?,?,?,1,?,?,1,?
986,?,?,?,?,?,?,1,0,?,?,?,?
987,?,?,?,?,?,?,0,0,?,?,?,?
988,?,?,?,?,?,?,0,1,?,?,?,?
989,?,?,?,?,?,?,1,1,?,?,?,?
990,?,?,?,?,?,?,?,?,?,?,1,0
991,?,?,?,?,?,?,?,?,?,?,0,0
992,?,?,?,?,?,?,?,?,?,?,0,0
993,?,?,?,?,?,?,?,?,?,?,0,0
994,?,?,?,1,?,?,?,?,?,?,0,?
995,?,?,1,1,?,?,?,?,?,?,?,?
996,?,?,1,1,?,?,?,?,?,?,?,?
997,?,?,1,1,?,?,?,?,?,?,?,?
998,?,?,1,1,?,?,?,?,?,?,?,?
999,?,?,?,?,?,?,1,1,?,?,?,?
1000,?,?,?,?,?,?,1,1,?,?,?,?
1001,?,?,?,?,?,?,1,1,?,?,?,?
1002,?,?,?,?,?,?,1,1,?,?,?,?
1003,?,?,?,?,?,?,1,1,?,?,?,?
1004,?,?,?,?,?,?,1,1,?,?,?,?
1005,?,?,?,?,?,?,1,1,?,?,?,?
1006,?,?,?,?,?,?,1,1,?,?,?,?
1007,?,?,?,?,?,?,1,1,?,?,?,?
1008,?,?,0,0,?,?,?,?,?,?,?,?
1009,?,?,0,0,?,?,?,?,?,?,?,?
1010,?,?,0,0,?,?,?,?,?,?,?,?
1011,?,?,0,1,?,?,?,?,?,?,?,?
1012,?,?,?,?,?,?,?,?,?,?,0,0
1013,?,?,?,?,?,?,?,?,?,?,0,0
1014,?,?,?,?,?,?,?,?,?,?,0,0
1015,?,?,?,?,?,?,?,?,?,?,0,0
1016,?,?,?,0,?,?,?,?,?,?,0,?
1017,?,?,0,0,?,?,?,?,?,?,?,?
1018,?,?,0,0,?,?,?,?,?,?,?,?
1019,?,?,0,1,?,?,?,?,?,?,?,?
1020,?,?,1,1,?,?,?,?,?,?,?,?
1021,?,?,1,?,?,?,?,?,?,?,?,0
1022,?,?,?,?,?,?,?,?,?,?,0,0
1023,?,?,?,?,?,?,?,?,?,?,0,1
1024,?,?,?,?,?,?,?,?,?,?,1,0
1025,?,?,?,?,?,?,?,?,?,?,0,0
1026,?,?,?,1,?,?,?,?,?,?,0,?
1027,?,?,1,0,?,?,?,?,?,?,?,?
1028,?,?,0,0,?,?,?,?,?,?,?,?
1029,?,?,0,0,?,?,?,?,?,?,?,?
1030,?,?,0,0,?,?,?,?,?,?,?,?
1031,?,?,0,?,?,?,?,?,?,?,?,0
1032,?,?,?,?,?,?,?,?,?,?,0,0
1033,?,?,?,?,?,?,?,?,?,?,0,1
1034,?,?,?,?,?,?,?,?,?,?,1,0
1035,?,?,?,?,?,?,?,?,?,?,0,1
1036,?,?,?,?,?,?,?,1,?,?,1,?
1037,?,?,?,?,?,?,1,0,?,?,?,?
1038,?,?,?,?,?,?,0,1,?,?,?,?
1039,?,?,?,?,?,?,1,1,?,?,?,?
1040,?,?,?,?,?,?,1,1,?,?,?,?
1041,?,?,1,1,?,?,?,?,?,?,?,?
1042,?,?,1,0,?,?,?,?,?,?,?,?
1043,?,?,0,0,?,?,?,?,?,?,?,?
1044,?,?,0,1,?,?,?,?,?,?,?,?
1045,?,?,1,?,?,?,?,?,?,?,?,0
1046,?,?,?,?,?,?,?,?,?,?,0,0
1047,?,?,?,?,?,?,?,?,?,?,0,0
1048,?,?,?,?,?,?,?,?,?,?,0,0
1049,?,?,?,?,?,?,?,?,?,?,0,0
1050,?,?,?,?,?,?,?,1,?,?,0,?
1051,?,?,?,?,?,?,1,0,?,?,?,?
1052,?,?,?,?,?,?,0,1,?,?,?,?
1053,?,?,?,?,?,?,1,1,?,?,?,?
1054,?,?,?,?,?,?,1,0,?,?,?,?
1055,?,?,?,?,?,?,0,0,?,?,?,?
1056,?,?,?,?,?,?,0,1,?,?,?,?
1057,?,?,?,?,?,?,1,1,?,?,?,?
1058,?,?,?,?,?,?,1,0,?,?,?,?
1059,?,?,?,?,?,?,0,1,?,?,?,?
1060,?,?,?,?,?,?,1,?,?,?,?,0
1061,?,?,?,?,?,?,?,?,?,?,0,0
1062,?,?,?,?,?,?,?,?,?,?,0,0
1063,?,?,?,?,?,?,?,?,?,?,0,0
1064,?,?,?,?,?,?,?,?,?,?,0,0
